Hugo_Symbol	Chromosome
TMEM177	2q14.2
TMEM178A	2p22.1
TMEM178B	7q34
TMEM179	14q32.33
TMEM179B	11q12.3
TMEM181	6q25.3
TMEM182	2q12.1
TMEM183A	1q32.1
TMEM183AP1	6p21.3
TMEM183B	3q25.1
TMEM184A	7p22.3
TMEM184B	22q13.1
TMEM184C	4q31.23
TMEM184CP1	Xq21.31
TMEM185A	Xq28
TMEM185AP1	Xq28
TMEM185B	2q14.2
TMEM186	16p13.2
TMEM187	Xq28
TMEM190	19q13.42
TMEM191A	22q11.21
TMEM191B	22q11.21
TMEM191C	22q11.21
TMEM192	4q32.3
TMEM196	7p21.1
TMEM198	2q35
TMEM198B	12q13.2
TMEM199	17q11.2
TMEM200A	6q23.1
TMEM200B	1p35.3
TMEM200C	18p11.31
TMEM201	1p36.22
TMEM202	15q23-q24.1
TMEM202-AS1	15q24.1
TMEM203	9q34.3
TMEM204	16p13.3
TMEM205	19p13.2
TMEM207	3q28
TMEM208	16q22.1
TMEM209	7q32.2
TMEM210	9q34.3
TMEM211	22q11.23
TMEM212	3q26.31
TMEM212-AS1	3q26.31
TMEM212-IT1	3q26.31
TMEM213	7q34
TMEM214	2p23.3
TMEM215	9p21.1
TMEM216	11q13.1
TMEM217	6p21.2
TMEM218	11q24.2
TMEM219	16p11.2
TMEM220	17p13.1
TMEM220-AS1	17p13.1-p12
TMEM221	19p13.11
TMEM222	1p36.11
TMEM223	11q12.3
TMEM225	11q24.1
TMEM225B	7q22.1
TMEM229A	7q31.32
TMEM229B	14q23.3-q24.1
TMEM230	20p13-p12.3
TMEM230P1	Xq22.3
TMEM230P2	11q12.1
TMEM231	16q23.1
TMEM231P1	16q23.1
TMEM232	5q22.1
TMEM233	12q24.23
TMEM234	1p35.2
TMEM235	17q25.3
TMEM236	10p12.33
TMEM237	2q33.1
TMEM238	19q13.42
TMEM238L	17p13.1-p12
TMEM239	20p13
TMEM240	1p36.33
TMEM241	18q11.2
TMEM242	6q25.3
TMEM243	7q21.12
TMEM244	6q22.33
TMEM245	9q31.3
TMEM246-AS1	9q31.1
TMEM247	2p21
TMEM248	7q11.21
TMEM248P1	4q28.1
TMEM249	8q24.3
TMEM250	9q34.3
TMEM251	14q32.12
TMEM251P1	5q14.3
TMEM252	9q21.11
TMEM252-DT	9q21.11
TMEM253	14q11.2
TMEM254	10q22.3
TMEM254-AS1	10q22.3
TMEM255A	Xq24
TMEM255B	13q34
TMEM256	17p13.1
TMEM256-PLSCR3	17p13.1
TMEM256P1	10q22.1
TMEM256P2	2q36.1
TMEM257	Xq27.3
TMEM258	11q12.2
TMEM259	19p13.3
TMEM260	14q22.3
TMEM262	11q13.1
TMEM263	12q23.3
TMEM265	16p11.2
TMEM266	15q24.2
TMEM267	5p12
TMEM268	9q32
TMEM269	1p34.2
TMEM269-DT	1p34.2
TMEM270	7q11.23
TMEM271	4p16.3
TMEM272	13q14.3
TMEM273	10q11.23
TMEM274P	1p36.22
TMEM275	1p33
TMF1	3p14.1
TMF1P1	16p13.12
TMIE	3p21.31
TMIGD1	17q11.2
TMIGD2	19p13.3
TMIGD3	1p13.2
TMLHE	Xq28
TMLHE-AS1	Xq28
TMOD1	9q22.33
TMOD2	15q21.2
TMOD3	15q21.2
TMOD4	1q21.3
TMPO	12q23.1
TMPO-AS1	12q23.1
TMPOP1	6p22.1
TMPOP2	16q23.1
TMPPE	3p22.3
TMPRSS2	21q22.3
TMPRSS3	21q22.3
TMPRSS4	11q23.3
TMPRSS5	11q23.2
TMPRSS6	22q12.3
TMPRSS7	3q13.2
TMPRSS9	19p13.3
TMPRSS11A	4q13.2
TMPRSS11B	4q13.2
TMPRSS11BNL	4q13.2
TMPRSS11CP	4q13.2
TMPRSS11D	4q13.2
TMPRSS11E	4q13.2
TMPRSS11E2	4q13.2
TMPRSS11F	4q13.2
TMPRSS11GP	4q13.2
TMPRSS12	12q13.12
TMPRSS13	11q23.3
TMPRSS15	21q21.1
TMSB4	
TMSB4L	20
TMSB4X	Xp22.2
TMSB4XP1	1p34.2
TMSB4XP2	2p25.3
TMSB4XP3	7p14.3
TMSB4XP4	9q34.11
TMSB4XP5	11q12.3
TMSB4XP6	20q13.13
TMSB4XP7	Xq23
TMSB4XP8	4q22.1
TMSB4Y	Yq11.221
TMSB10	2p11.2
TMSB10P1	2q37.2
TMSB10P2	Xp22.13
TMSB15A	Xq22.1
TMSB15B	Xq22.2
TMSB15B-AS1	Xq22.2
TMTC1	12p11.22
TMTC2	12q21.31
TMTC3	12q21.32
TMTC4	13q32.3
TMUB1	7q36.1
TMUB2	17q21.31
TMVCF	
TMX1	14q22.1
TMX2	11q12.1
TMX2-CTNND1	11q12.1
TMX2P1	9p13.2
TMX3	18q22.1
TMX4	20p12.3
TNC	9q33.1
TNF	6p21.33
TNFA	
TNFAIP1	17q11.2
TNFAIP2	14q32.32
TNFAIP3	6q23.3
TNFAIP5	reserved
TNFAIP6	2q23.3
TNFAIP7	reserved
TNFAIP8	5q23.1
TNFAIP8L1	19p13.3
TNFAIP8L2	1q21.3
TNFAIP8L3	15q21.2
TNFB	
TNFC	
TNFR1	
TNFR2	
TNFRSF1A	12p13.31
TNFRSF1B	1p36.22
TNFRSF4	1p36.33
TNFRSF5	
TNFRSF6B	20q13.33
TNFRSF8	1p36.22
TNFRSF9	1p36.23
TNFRSF10A	8p21.3
TNFRSF10A-AS1	8p21.3
TNFRSF10B	8p21.3
TNFRSF10C	8p21.3
TNFRSF10D	8p21.3
TNFRSF11A	18q21.33
TNFRSF11B	8q24.12
TNFRSF12A	16p13.3
TNFRSF12L	1p36.2
TNFRSF13B	17p11.2
TNFRSF13C	22q13.2
TNFRSF14	1p36.32
TNFRSF14-AS1	1p36.32
TNFRSF17	16p13.13
TNFRSF18	1p36.33
TNFRSF19	13q12.12
TNFRSF21	6p12.3
TNFRSF25	1p36.31
TNFSF3L	
TNFSF4	1q25.1
TNFSF5	
TNFSF8	9q32-q33.1
TNFSF9	19p13.3
TNFSF10	3q26
TNFSF11	13q14
TNFSF12	17p13.1
TNFSF12-TNFSF13	17p13.1
TNFSF13	17p13.1
TNFSF13B	13q33.3
TNFSF14	19p13.3
TNFSF15	9q32
TNFSF18	1q25.1
TNFSF20	
TNIK	3q26.2-q26.31
TNIP1	5q33.1
TNIP2	4p16.3
TNIP2P1	Xp11.4
TNIP3	4q27
TNK1	17p13.1
TNK2	3q29
TNK2-AS1	3q29
TNKS	8p23.1
TNKS1BP1	11q12.1
TNKS2	10q23.32
TNKS2-AS1	10q23.32
TNM	Xq25
TNMD	Xq22.1
TNN	1q25.1
TNNC1	3p21.1
TNNC2	20q13.12
TNNI1	1q32.1
TNNI2	11p15.5
TNNI3	19q13.42
TNNI3K	1p31.1
TNNT1	19q13.42
TNNT2	1q32.1
TNNT3	11p15.5
TNP1	2q35
TNP2	16p13.13
TNPO1	5q13.2
TNPO1P1	10q23.1
TNPO1P2	17p11.2
TNPO1P3	17p11.2
TNPO2	19p13.13
TNPO3	7q32.1
TNPO3P1	Xq23
TNR	1q25.1
TNR-IT1	1q25.1
TNR1	X
TNRC3	4
TNRC6A	16p12.1
TNRC6B	22q13.1
TNRC6C	17q25.3
TNRC6C-AS1	17q25.3
TNRC7	22q11.3
TNRC8	Xp11.4
TNRC10	6q14-q15
TNRC13	reserved
TNRC17	2q21.3
TNRC18	7p22.1
TNRC18P1	4q31.21
TNRC18P2	7q11.21
TNRC18P3	7p11.2
TNRC21	12
TNRC22	reserved
TNS1	2q35
TNS1-AS1	2q35
TNS2	12q13.13
TNS3	7p12.3
TNS4	17q21.2
TNX	
TNXA	6p21.33
TNXB	6p21.33-p21.32
TNXB1	
TNXB2	
TOB1	17q21.33
TOB1-AS1	17q21.33
TOB2	22q13.2
TOB2P1	6p22.1
TOC	17
TOE1	1p34.1
TOGARAM1	14q21.2
TOGARAM2	2p23.2
TOLLIP	11p15.5
TOLLIP-AS1	11p15.5
TOM1	22q12.3
TOM1L1	17q22
TOM1L2	17p11.2
TOMM5	9p13.2
TOMM6	6p21.1
TOMM7	7p15.3
TOMM20	1q42.3
TOMM20L	14q23.1
TOMM20P1	11q13.5
TOMM20P2	17q12
TOMM20P3	18p11.22
TOMM20P4	Xq13.2
TOMM22	22q13.1
TOMM22P1	Yq11.223
TOMM22P2	Yp11.31
TOMM22P3	13q13.1
TOMM22P4	4q32.2
TOMM22P5	10q26.11
TOMM22P6	3q26.1
TOMM34	20q13.12
TOMM40	19q13.32
TOMM40L	1q23.3
TOMM40P1	14q11.2
TOMM40P2	22q11.1
TOMM40P3	5p13.3
TOMM40P4	2q21.2
TOMM70	3q12.2
TONSL	8q24.3
TONSL-AS1	8q24.3
TOP1	20q12
TOP1MT	8q24.3
TOP1P1	1q24.3
TOP1P2	22q11.23
TOP2A	17q21.2
TOP2B	3p24.2
TOP3	
TOP3A	17p11.2
TOP3B	22q11.22
TOP3BP1	22q11.22
TOPAZ1	3p21.31
TOPBP1	3q22.1
TOPORS	9p21.1
TOPORSLP	9q31.1
TOR1A	9q34.11
TOR1AIP1	1q25.2
TOR1AIP2	1q25.2
TOR1B	9q34.11
TOR1BP1	2p13.1
TOR2A	9q34.11
TOR3A	1q25.2
TOR4A	9q34.3
TOX	8q12.1
TOX2	20q13.12
TOX3	16q12.1
TOX4	14q11.2
TOX4P1	4q25
TP53	17p13.1
TP53AIP1	11q24.3
TP53BP1	15q15.3
TP53BP2	1q41
TP53BP2P1	8p21.3
TP53COR1	6p21.2
TP53CP	reserved
TP53I3	2p23.3
TP53I11	11p11.2
TP53I13	17q11.2
TP53INP1	8q22.1
TP53INP2	20q11.22
TP53L	reserved
TP53RK	20q13.12
TP53TG1	7q21.12
TP53TG3	16p11.2
TP53TG3B	16p11.2
TP53TG3C	16p11.2
TP53TG3D	16p11.2
TP53TG3E	16p11.2
TP53TG3F	16p11.2
TP53TG3GP	16p11.2
TP53TG3HP	16p11.1
TP53TG5	20q13.12
TP63	3q28
TP73	1p36.32
TP73-AS1	1p36.32
TP73-AS2	1p36.32
TP73-AS3	1p36.32
TP73L	3q27-q28
TPBG	6q14.1
TPBGL	11q13.4
TPCN1	12q24.13
TPCN2	11q13.3
TPD52	8q21.13
TPD52L1	6q22-q23
TPD52L2	20q13.33
TPD52L3	9p24.1
TPGS1	19p13.3
TPGS2	18q12.2
TPH1	11p15.1
TPH2	12q21.1
TPI1	12p13.31
TPI1P1	1p31.1
TPI1P2	7q32.1
TPI1P3	6q22.1
TPI1P4	4p11
TPK1	7q35
TPM1	15q22.2
TPM1-AS	15q22.2
TPM2	9p13.3
TPM3	1q21.3
TPM3P1	7q31.2
TPM3P2	20q11.22
TPM3P3	8q21
TPM3P4	7p15.2
TPM3P5	19q13.2
TPM3P6	19q13.42
TPM3P7	2p23.3
TPM3P8	2q37.1
TPM3P9	19q13.42
TPM4	19p13.12-p13.11
TPM4P1	10q24.31
TPMT	6p22.3
TPMTP1	18q21.1
TPMTP2	3p22.1
TPMTP3	Xp11.22
TPMTP4	Xq21.2
TPO	2p25.3
TPP1	11p15.4
TPP2	13q33.1
TPPP	5p15.33
TPPP2	14q11.2
TPPP3	16q22.1
TPR	1q31.1
TPRA1	3q21.3
TPRG1	3q28
TPRG1-AS1	3q28
TPRG1-AS2	3q28
TPRG1L	1p36.32
TPRG1LP1	19q13.43
TPRKB	2p13.1
TPRKBP1	10p12.1
TPRKBP2	16p11.2
TPRN	9q34.3
TPRX1	19q13.33
TPRX1P1	10q22.3
TPRX2P	19q13.33
TPRXL	3p25.1
TPS1	16p13.3
TPS2	
TPSAB1	16p13.3
TPSB2	16p13.3
TPSD1	16p13.3
TPSG1	16p13.3
TPSP1	16p13.3
TPSP2	16p13.3
TPSP3	16p13.3
TPST1	7q11.21
TPST2	22q12.1
TPST2P1	15q14
TPT1	13q14.13
TPT1-AS1	13q14.13
TPT1P1	21q22.11
TPT1P2	2q34
TPT1P3	3q23
TPT1P4	6q24.2
TPT1P5	5p13.3
TPT1P6	6q14.3
TPT1P7	7p15.3
TPT1P8	8p11.23
TPT1P9	9q33.1
TPT1P10	10q21.1
TPT1P11	2p16.3
TPT1P12	12p13.31
TPT1P13	Xq25
TPT1P14	Xp22.2
TPTE	21p11.2
TPTE2	13q12.11
TPTE2P1	13q12.13
TPTE2P2	13q14.3
TPTE2P3	13q14.3
TPTE2P4	Yq11.23
TPTE2P5	13q14.11
TPTE2P6	13q12.12
TPTEP1	22q11.1
TPTEP2	22q13.1
TPTEP2-CSNK1E	22q13.1
TPX2	20q11.21
TR2	
TR4	
TRA	14q11.2
TRA-AGC1-1	6p22.1
TRA-AGC2-1	6p22.1
TRA-AGC2-2	6p22.1
TRA-AGC3-1	6p22.1
TRA-AGC4-1	6p22.1
TRA-AGC5-1	6p22.1
TRA-AGC6-1	6p22.1
TRA-AGC7-1	6p22.1
TRA-AGC8-1	2p23.3
TRA-AGC8-2	8q13.1
TRA-AGC9-1	6p22.2
TRA-AGC9-2	6p22.2
TRA-AGC10-1	6p22.2
TRA-AGC11-1	6p22.2
TRA-AGC12-1	6p11.2
TRA-AGC12-2	6p11.2
TRA-AGC12-3	6p11.2
TRA-AGC13-1	6p11.2
TRA-AGC13-2	6p11.2
TRA-AGC13-3	6p22.2
TRA-AGC14-1	6p22.2
TRA-AGC14-2	6p22.2
TRA-AGC15-1	14q31.3
TRA-AGC16-1	6p11.2
TRA-AGC17-1	6p11.2
TRA-AGC18-1	6p22.2
TRA-AGC18-2	6p22.2
TRA-AGC19-1	6p11.2
TRA-AGC20-1	1q21.2
TRA-AGC21-1	6p22.2
TRA-AGC22-1	6p11.2
TRA-AGC23-1	6p22.1
TRA-AGC24-1	6p11.2
TRA-CGC1-1	6p22.2
TRA-CGC2-1	6p22.1
TRA-CGC3-1	2q24.1
TRA-CGC4-1	6p22.1
TRA-CGC5-1	6p22.1
TRA-TGC1-1	6p22.1
TRA-TGC2-1	6p22.1
TRA-TGC3-1	5q35.3
TRA-TGC3-2	12q24.31
TRA-TGC4-1	12q24.31
TRA-TGC5-1	6p22.1
TRA-TGC6-1	6p22.1
TRA-TGC7-1	6p22.1
TRA-TGC8-1	11p11.12
TRA-TGC9-1	6p22.1
TRA-TGC10-1	11q12.2
TRA2A	7p15.3
TRA2B	3q27.2
TRABD	22q13.33
TRABD2A	2p11.2
TRABD2B	1p33
TRAC	14q11.2
TRADD	16q22.1
TRAF1	9q33.2
TRAF2	9q34.3
TRAF3	14q32.32
TRAF3IP1	2q37.3
TRAF3IP2	6q21
TRAF3IP2-AS1	6q21
TRAF3IP2-AS2	6q21
TRAF3IP3	1q32.2
TRAF4	17q11.2
TRAF5	1q32.3
TRAF6	11p12
TRAF6P1	10q21.1
TRAF7	16p13.3
TRAFD1	12q24.13
TRAIP	3p21.31
TRAJ1	14q11.2
TRAJ2	14q11.2
TRAJ3	14q11.2
TRAJ4	14q11.2
TRAJ5	14q11.2
TRAJ6	14q11.2
TRAJ7	14q11.2
TRAJ8	14q11.2
TRAJ9	14q11.2
TRAJ10	14q11.2
TRAJ11	14q11.2
TRAJ12	14q11.2
TRAJ13	14q11.2
TRAJ14	14q11.2
TRAJ15	14q11.2
TRAJ16	14q11.2
TRAJ17	14q11.2
TRAJ18	14q11.2
TRAJ19	14q11.2
TRAJ20	14q11.2
TRAJ21	14q11.2
TRAJ22	14q11.2
TRAJ23	14q11.2
TRAJ24	14q11.2
TRAJ25	14q11.2
TRAJ26	14q11.2
TRAJ27	14q11.2
TRAJ28	14q11.2
TRAJ29	14q11.2
TRAJ30	14q11.2
TRAJ31	14q11.2
TRAJ32	14q11.2
TRAJ33	14q11.2
TRAJ34	14q11.2
TRAJ35	14q11.2
TRAJ36	14q11.2
TRAJ37	14q11.2
TRAJ38	14q11.2
TRAJ39	14q11.2
TRAJ40	14q11.2
TRAJ41	14q11.2
TRAJ42	14q11.2
TRAJ43	14q11.2
TRAJ44	14q11.2
TRAJ45	14q11.2
TRAJ46	14q11.2
TRAJ47	14q11.2
TRAJ48	14q11.2
TRAJ49	14q11.2
TRAJ50	14q11.2
TRAJ51	14q11.2
TRAJ52	14q11.2
TRAJ53	14q11.2
TRAJ54	14q11.2
TRAJ55	14q11.2
TRAJ56	14q11.2
TRAJ57	14q11.2
TRAJ58	14q11.2
TRAJ59	14q11.2
TRAJ60	14q11.2
TRAJ61	14q11.2
TRAK1	3p22.1
TRAK2	2q33.1
TRAM1	8q13.3
TRAM1L1	4q26
TRAM2	6p12.2
TRAM2-AS1	6p12.2
TRANK1	3p22.2
TRAP1	16p13.3
TRAPPC1	17p13.1
TRAPPC2	Xp22.2
TRAPPC2B	19q13.43
TRAPPC2L	16q24.3
TRAPPC2LP1	Xq13.1
TRAPPC2P2	8q13.3
TRAPPC2P3	Yq11.222
TRAPPC2P4	Yq11.23
TRAPPC2P5	Yq11.23
TRAPPC2P6	Yq11.23
TRAPPC2P7	Yq11.222
TRAPPC2P8	Yq11.222
TRAPPC2P9	Yq11.223
TRAPPC2P10	Yq11.23
TRAPPC3	1p34.3
TRAPPC3L	6q22.1
TRAPPC4	11q23.3
TRAPPC5	19p13.2
TRAPPC6A	19q13.32
TRAPPC6B	14q21.1
TRAPPC8	18q12.1
TRAPPC9	8q24.3
TRAPPC10	21q22.3
TRAPPC11	4q35.1
TRAPPC12	2p25.3
TRAPPC12-AS1	2p25.3
TRAPPC13	5q12.3
TRAPPC13P1	Xq13.3
TRARG1	17p13.3
TRAT1	3q13.13
TRAV1-1	14q11.2
TRAV1-2	14q11.2
TRAV2	14q11.2
TRAV3	14q11.2
TRAV4	14q11.2
TRAV5	14q11.2
TRAV6	14q11.2
TRAV7	14q11.2
TRAV8-1	14q11.2
TRAV8-2	14q11.2
TRAV8-3	14q11.2
TRAV8-4	14q11.2
TRAV8-5	14q11.2
TRAV8-6	14q11.2
TRAV8-7	14q11.2
TRAV9-1	14q11.2
TRAV9-2	14q11.2
TRAV10	14q11.2
TRAV11	14q11.2
TRAV12-1	14q11.2
TRAV12-2	14q11.2
TRAV12-3	14q11.2
TRAV13-1	14q11.2
TRAV13-2	14q11.2
TRAV14DV4	14q11.2
TRAV15	14q11.2
TRAV16	14q11.2
TRAV17	14q11.2
TRAV18	14q11.2
TRAV19	14q11.2
TRAV20	14q11.2
TRAV21	14q11.2
TRAV22	14q11.2
TRAV23DV6	14q11.2
TRAV24	14q11.2
TRAV25	14q11.2
TRAV26-1	14q11.2
TRAV26-2	14q11.2
TRAV27	14q11.2
TRAV28	14q11.2
TRAV29DV5	14q11.2
TRAV30	14q11.2
TRAV31	14q11.2
TRAV32	14q11.2
TRAV33	14q11.2
TRAV34	14q11.2
TRAV35	14q11.2
TRAV36DV7	14q11.2
TRAV37	14q11.2
TRAV38-1	14q11.2
TRAV38-2DV8	14q11.2
TRAV39	14q11.2
TRAV40	14q11.2
TRAV41	14q11.2
TRB	7q34
TRBC1	7q34
TRBC2	7q34
TRBD1	7q34
TRBD2	7q34
TRBF1	
TRBF2	
TRBJ1-1	7q34
TRBJ1-2	7q34
TRBJ1-3	7q34
TRBJ1-4	7q34
TRBJ1-5	7q34
TRBJ1-6	7q34
TRBJ2-1	7q34
TRBJ2-2	7q34
TRBJ2-2P	7q34
TRBJ2-3	7q34
TRBJ2-4	7q34
TRBJ2-5	7q34
TRBJ2-6	7q34
TRBJ2-7	7q34
TRBV1	7q34
TRBV2	7q34
TRBV3-1	7q34
TRBV3-2	7q34 alternate reference locus
TRBV4-1	7q34
TRBV4-2	7q34
TRBV4-3	7q34 alternate reference locus
TRBV5-1	7q34
TRBV5-2	7q34
TRBV5-3	7q34
TRBV5-4	7q34
TRBV5-5	7q34
TRBV5-6	7q34
TRBV5-7	7q34
TRBV5-8	7q34 alternate reference locus
TRBV6-1	7q34
TRBV6-2	7q34
TRBV6-3	7q34 alternate reference locus
TRBV6-4	7q34
TRBV6-5	7q34
TRBV6-6	7q34
TRBV6-7	7q34
TRBV6-8	7q34
TRBV6-9	7q34 alternate reference locus
TRBV7-1	7q34
TRBV7-2	7q34
TRBV7-3	7q34
TRBV7-4	7q34
TRBV7-5	7q34
TRBV7-6	7q34
TRBV7-7	7q34
TRBV7-8	7q34 alternate reference locus
TRBV7-9	7q34
TRBV8-1	7q34
TRBV8-2	7q34
TRBV9	7q34
TRBV10-1	7q34
TRBV10-2	7q34
TRBV10-3	7q34
TRBV11-1	7q34
TRBV11-2	7q34
TRBV11-3	7q34
TRBV12-1	7q34
TRBV12-2	7q34
TRBV12-3	7q34
TRBV12-4	7q34
TRBV12-5	7q34
TRBV13	7q34
TRBV14	7q34
TRBV15	7q34
TRBV16	7q34
TRBV17	7q34
TRBV18	7q34
TRBV19	7q34
TRBV20-1	7q34
TRBV20OR9-2	9p13.3
TRBV21-1	7q34
TRBV21OR9-2	9p13.3
TRBV22-1	7q34
TRBV22OR9-2	9p13.3
TRBV23-1	7q34
TRBV23OR9-2	9p13.3
TRBV24-1	7q34
TRBV24OR9-2	9p13.3
TRBV25-1	7q34
TRBV25OR9-2	9p13.3
TRBV26	7q34
TRBV26OR9-2	9p13.3
TRBV27	7q34
TRBV28	7q34
TRBV29-1	7q34
TRBV29OR9-2	9p13.3
TRBV30	7q34
TRBVA	7q34
TRBVAOR9-2	9p21
TRBVB	7q34
TRBVC	7q34
TRBVOR9@	9p21
TRC-ACA1-1	5q33.1
TRC-GCA1-1	7q36.1
TRC-GCA2-1	4q28.1
TRC-GCA2-2	17q12
TRC-GCA2-3	17q12
TRC-GCA2-4	17q12
TRC-GCA3-1	7q36.1
TRC-GCA4-1	17q12
TRC-GCA5-1	15q25.1
TRC-GCA6-1	3q22.1
TRC-GCA7-1	1p22.1
TRC-GCA8-1	14q24.2
TRC-GCA9-1	3q22.1
TRC-GCA9-2	7q36.1
TRC-GCA9-3	7q36.1
TRC-GCA9-4	7q36.1
TRC-GCA10-1	7p36.1
TRC-GCA11-1	7q36.1
TRC-GCA12-1	7q36.1
TRC-GCA13-1	7q36.1
TRC-GCA14-1	17q12
TRC-GCA15-1	7q36.1
TRC-GCA16-1	7q36.1
TRC-GCA17-1	7q36.1
TRC-GCA18-1	7q36.1
TRC-GCA19-1	7q36.1
TRC-GCA20-1	7q36.1
TRC-GCA21-1	7q36.1
TRC-GCA22-1	7q36.1
TRC-GCA23-1	7q36.1
TRC-GCA24-1	17q12
TRC-GCA25-1	3p24.3
TRD	14q11.2
TRD-GTC1-1	12q23.1
TRD-GTC2-1	1q23.3
TRD-GTC2-2	1q23.3
TRD-GTC2-3	1q23.3
TRD-GTC2-4	1q23.3
TRD-GTC2-5	1q23.3
TRD-GTC2-6	6p22.1
TRD-GTC2-7	6p22.1
TRD-GTC2-8	12q23.1
TRD-GTC2-9	12q24.31
TRD-GTC2-10	12q24.31
TRD-GTC2-11	17p13.1
TRD-GTC3-1	6p22.1
TRD-GTC4-1	9q21.13
TRD-GTC5-1	5q31.3
TRD-GTC6-1	3q27.1
TRD-GTC7-1	1q23.3
TRD-GTC8-1	12q24.31
TRD-GTC9-1	1q23.3
TRD-GTC10-1	1q23.3
TRDC	14q11.2
TRDD1	14q11.2
TRDD2	14q11.2
TRDD3	14q11.2
TRDJ1	14q11.2
TRDJ2	14q11.2
TRDJ3	14q11.2
TRDJ4	14q11.2
TRDMT1	10p13
TRDN	6q22.31
TRDN-AS1	6q22.31
TRDV1	14q11.2
TRDV2	14q11.2
TRDV3	14q11.2
TRE-CTC1-1	1q23.3
TRE-CTC1-2	1q23.3
TRE-CTC1-3	1q23.3
TRE-CTC1-4	1q23.3
TRE-CTC1-5	1q23.3
TRE-CTC1-6	6q22.31
TRE-CTC1-7	6q22.31
TRE-CTC2-1	1q44
TRE-CTC3-1	13q14.11
TRE-CTC4-1	13q21.1
TRE-CTC5-1	8q12.1
TRE-CTC6-1	18q12.3
TRE-CTC7-1	2q24.1
TRE-CTC8-1	3q21.2
TRE-CTC9-1	2q23.3
TRE-CTC10-1	20p12.1
TRE-CTC11-1	8p23.1
TRE-CTC12-1	3q13.11
TRE-CTC13-1	2q11.1
TRE-CTC14-1	8q13.2
TRE-CTC15-1	2p13.3
TRE-CTC16-1	12q24.21
TRE-CTC17-1	1q21.1
TRE-CTC18-1	Xp11.22
TRE-TTC1-1	2q21.1
TRE-TTC1-2	13q14.11
TRE-TTC2-1	13q14.12
TRE-TTC2-2	15q12
TRE-TTC3-1	1p36.13
TRE-TTC4-1	1q23.3
TRE-TTC4-2	1q23.3
TRE-TTC5-1	1q23.3
TRE-TTC6-1	1q21.2
TRE-TTC7-1	1q21.2
TRE-TTC8-1	1p11.2
TRE-TTC8-2	1p22.1
TRE-TTC9-1	2q33.2
TRE-TTC10-1	1q21.2
TRE-TTC11-1	14q12
TRE-TTC12-1	1q24.3
TRE-TTC13-1	2p12
TRE-TTC14-1	1q21.1
TRE-TTC15-1	6q26
TRE-TTC16-1	1q21.2
TREH	11q23.3
TREHP1	11q23.3
TREM1	6p21.1
TREM2	6p21.1
TREML1	6p21.1
TREML2	6p21.1
TREML3P	6p21.1
TREML4	6p21.1
TREML5P	6p21.1
TRERF1	6p21.1
TRERNA1	20q13.13
TRESMCR	17p11.2
TREX1	3p21.31
TREX2	Xq28
TRF-GAA1-1	6p22.1
TRF-GAA1-2	6p22.1
TRF-GAA1-3	11q12.1
TRF-GAA1-4	12q24.31
TRF-GAA1-5	13q32.1
TRF-GAA1-6	19p13.3
TRF-GAA2-1	11q12.1
TRF-GAA3-1	6p22.1
TRF-GAA4-1	6p22.1
TRF-GAA5-1	6p22.1
TRF-GAA6-1	6p22.1
TRF-GAA7-1	6p22.1
TRF-GAA8-1	6q14.1
TRF-GAA9-1	1q21.2
TRF-GAA10-1	1q21.2
TRF-GAA11-1	6p22.1
TRF-GAA12-1	8q24.13
TRG	7p14
TRG-AS1	7p14.1
TRG-CCC1-1	1p36.13
TRG-CCC1-2	1p36.13
TRG-CCC2-1	2p13.3
TRG-CCC2-2	16p13.3
TRG-CCC3-1	17p11.2
TRG-CCC4-1	1p36.13
TRG-CCC5-1	1p36.13
TRG-CCC6-1	1q21.2
TRG-CCC7-1	2p25.1
TRG-CCC8-1	1q21.1
TRG-GCC1-1	1q23.3
TRG-GCC1-2	1q23.3
TRG-GCC1-3	1q23.3
TRG-GCC1-4	1q23.3
TRG-GCC1-5	21q21.1
TRG-GCC2-1	1q23.3
TRG-GCC2-2	2q24.1
TRG-GCC2-3	6p22.1
TRG-GCC2-4	16q22.1
TRG-GCC2-5	16q22.1
TRG-GCC2-6	17p13.1
TRG-GCC3-1	16q22.1
TRG-GCC4-1	1q23.3
TRG-GCC5-1	16q22.1
TRG-GCC6-1	6q24.2
TRG-TCC1-1	19p13.3
TRG-TCC2-1	1q23.3
TRG-TCC2-2	1q23.3
TRG-TCC2-3	1q23.3
TRG-TCC2-4	1q23.3
TRG-TCC2-5	1q23.3
TRG-TCC2-6	1q23.3
TRG-TCC3-1	17p13.1
TRG-TCC4-1	1q23.3
TRG-TCC5-1	18q21.31
TRG-TCC6-1	18q21.31
TRGC1	7p14.1
TRGC2	7p14.1
TRGJ1	7p14.1
TRGJ2	7p14.1
TRGJP	7p14.1
TRGJP1	7p14.1
TRGJP2	7p14.1
TRGP1	16
TRGV1	7p14.1
TRGV2	7p14.1
TRGV3	7p14.1
TRGV4	7p14.1
TRGV5	7p14.1
TRGV5P	7p14.1
TRGV6	7p14.1
TRGV7	7p14.1
TRGV8	7p14.1
TRGV9	7p14.1
TRGV10	7p14.1
TRGV11	7p14.1
TRGVA	7p14.1
TRGVB	7p14.1
TRH	3q22.1
TRH-GTG1-1	1q21.1
TRH-GTG1-2	1q21.1
TRH-GTG1-3	1q21.2
TRH-GTG1-4	1q21.2
TRH-GTG1-5	6p22.1
